source_sheet,TEAM,POSITION,PLAYER,COMP.,ATTEMPTS,PASS YDS,PASS TDS,INTS,RUSH YDS,RUSH TDS,RECEPTIONS,REC YDS,REC TDS,FG,XP,FANTASY PROJ.
Big12,WEST VIRGINIA,WRF,DJ Epps,0,0,0,0,0,36,1,55,684,5,0,0,167.8
Big12,WEST VIRGINIA,WR4,John Neider,0,0,0,0,0,14,0,28,364,3,0,0,77
Big12,WEST VIRGINIA,TE1,Ryan Ward,0,0,0,0,0,0,0,35,388,4,0,0,94.8
Big12,WEST VIRGINIA,TE2,Cameron Ball,0,0,0,0,0,0,0,14,152,2,0,0,37
Big12,WEST VIRGINIA,K,Jack Cassidy,0,0,0,0,0,0,0,0,0,0,21,59,122
Notre Dame,NOTRE DAME,QB1,CJ Carr,245,360,3250,29,8,170,4,0,0,0,0,0,271
Notre Dame,NOTRE DAME,QB2,Blake Hebert,28,42,340,3,1,40,1,0,0,0,0,0,33.6
Notre Dame,NOTRE DAME,RB1,Aneyas Williams,0,0,0,0,0,910,11,24,230,2,0,0,216
Notre Dame,NOTRE DAME,RB2,Nolan James Jr.,0,0,0,0,0,410,4,8,60,0,0,0,79
Notre Dame,NOTRE DAME,RB3,Kedren Young,0,0,0,0,0,340,5,4,35,0,0,0,71.5
Notre Dame,NOTRE DAME,WRX,Jordan Faison,0,0,0,0,0,20,0,58,780,6,0,0,174
Notre Dame,NOTRE DAME,WRZ,Quincy Porter,0,0,0,0,0,0,0,42,610,5,0,0,133
Notre Dame,NOTRE DAME,WRF,Mylan Graham,0,0,0,0,0,15,0,37,480,4,0,0,110.5
Notre Dame,NOTRE DAME,WR4,Cam Williams,0,0,0,0,0,5,0,25,315,3,0,0,75
Notre Dame,NOTRE DAME,TE1,Cooper Flanagan,0,0,0,0,0,0,0,22,260,3,0,0,66
Notre Dame,NOTRE DAME,TE2,James Flanigan,0,0,0,0,0,0,0,8,90,1,0,0,23
Notre Dame,NOTRE DAME,K,Spencer Porath,0,0,0,0,0,0,0,0,0,0,12,54,90
